,Rating,Review_Title,Review
2902,8,"The Force is strong with this one ( No spoilers, I promise!)","Not bad. Just very similar to A New Hope and I really didn't like when movies use ideas alredy used. The Starkiller Base is just another Death Star, Snoke is just another emperor, Kylo is just another Vader, but more conflicted and more young. I see that J. J. Abrams loved the Originals but didn't really liked the Prequels. I love that they bring back Han Solo and Chewie. Also, in this movie Finn's character is enjoyable. Rey is an amazing character with a lot of development. Also, Rey's Theme is a materpiece. The last scene with Luke is awesome. With no words, a lot of emotions. Overall TheForceAwakens was a good movie. Star Wars awakens after 10 years of waiting on the big screen. Just it played to safe."
2903,7,Modern A New Hope,(This review is a rough script of a review video so it isn't structured to be read as a review and has been cut down to allow for the 1000 word IMDb limit but still gets the point across.You can see the video version that this was originally intended for here - https://www.youtube.com/watch?v=babmKS6NJS8)
2904,10,Solid movie as expected,"Very watchable movie. VERY disappointed that they did one of the same things bigger doesn't cut it . all the writers available to Disney. And your can't come up with a different big thing. I would rather see the old stars bow out. Although good to see. Again all the talent at Disney, all the space novels,writers and you can't come up with a new character to have the secret. With old characters in smaller parts.a lot of things excellent in this movie. Prefer old characters to help new ones. New worlds. New hero excellent, partner very good.trouble they get in good. Finding a certain ship very good, but felt the writers did not know what to do with it. Flyers and shooter figured it out to quick how to fly it and more troubles to get it running old, outdated equipment."
2905,6,Good,"I would have given this movie an 8ish, however, all the people giving it one star (as though it was worse than Jem or the Last Airbender) have forced me to bump it back up with ten stars."
2906,10,"Seriously, if you gave it one star your opinion is obviously tainted.","I don't get it ... Most bad reviews are from people who are IMDb members since 19th of December, and giving this movie 1 or 2 stars .... so lets face it, it's not a bad movie and it doesn't deserve it. So may I put it on a neutral perspective what this movie had to face: - 32 years of no decent star wars instalments (except the last 8 minutes of episode3) - First film not influenced by George Lucas, thus finding new creative people for the job - Disney buying the franchise for 4 billion dollars - A fanbase discouraged by a really bad executed sequel trilogy - Creating a new fanbase for star wars while pleasing the old - Putting the old Star Wars spirit into the 21st century - Introduction a new generation of heroes and simultaneously telling the story of the old"
2907,7,What else to expect? Then a fun ride?,The build up to this movie reminded me of the media hype surrounding Jurassic Park (1993). I was wondering when they would try it again. I went to see it anyway because it was getting rave reviews from everywhere else. 
2908,1,Media Hype,"After 33 years of waiting for the long anticipated sequel to the 1983 box office hit Return of the Jedi, people were eagerly waiting for the sequel and many people were also very doubtful of it being successful and true to the franchise and its roots."
2909,9,A true re-imagination of the classic original trilogy,"What do you people want? Prior to episode 7, I distinctly remember die-hard fans complaining how the prequels were pure garbage. Now you're all saying you miss the prequels? Do you even know what you want? This movie was great! I'm seriously baffled by some of these reviews. I'm sure if this series is ever rebooted, or another entry releases in 20+ years, you'll all yearn for JJ's Star Wars. You people have no idea what you want and will just complain no matter what is put forth. Cut the crap"
2910,10,Star Wars fans are insane!,"Great story, great characters, great movie. It's a must watch movie. This movie brings the hypes for more Star Wars especially this new trilogy. It was well created movie. It provides a new hope for every generation. A spectacular film that will keep the franchise going for many years to come. The Force Awakens also brings back the Old Trilogy which is an enjoyment and fun. It brings back the old Star Wars."
2911,10,"Great Movie, Must Watch","He has no demand for his hackerism and no scruples of course.  As for this REBOOT: First the Disney magical princess really looks ugly  to me in this film.  Second, I really hope Luke got some big bucks for this film despite not  being in it.  Third, the janitor deployed to the battle field needs to play other  characters besides the eventual lover of the princess (his gay come on  in the hangar is a good subplot).  The first Star Wars trilogy had vision and was fun. Adults could enjoy  the clever philosophy and your kids could laugh and giggle at the  action. I certainly couldn't take my grandchildren to see this remake  even though Disney is aiming a remake at kids. For one, it just wasn't  cool. Why bother to try a reboot if you cannot even make it 1/10th  better than the original? More obvious doesn't make it funnier.  Leia is quite stone-faced; and as far as anyone can tell, the only  member of the cast who wasn't forced. She actually brings no emotion to  her character. The emo vader groupie (don't get excited Disney  contractors!!) is just embarrassingly bad. Even his/her mugging for the  camera is bad. This guy can act like a kid plays Mr Dressup: I've seen  better performances in a cartoon Here he/she is a disaffected emo with  daddy issues. And Harrison Ford already admitted he did it for the cash  and is there to provide tongue-in-cheek playback  But this film is seriously bad.  This is the first time my wife looked at me and said, sorry, but I  can't take any more. And she walked out.  I didn't expect to see CGI of the quality in a kids movie that is a  REBOOT; and it was not even OK, just enough for what it was: a  destruction ""horror"" film of mostly froth. It was a bad script with  poor direction and very abjectly bad acting.  The team that worked on this has an office on whose door it says  'Accounting Department'"
2912,,Did you know Jar Jar Abrams is hired again when other directors rejected Disney this summer?,I have no idea why there is so much hate on this movie. This is one of my favorite movies ever! This passed the original by a landslide in my opinion. There are three very critical reasons why it is better than the original.
2913,9,Top Two In Star Wars Movies,"Nostalgia-fest. Similar plot and scenes as the original trilogy, particularly A New Hope. The torch gets passed from the old characters to the new...but in the end, that's OK imo. Kind of how comic book sagas reboot with slightly different origin stories."
2914,7,It's a Reboot...but that's OK,"I've had the displeasure of speaking to a few people who called this movie the worst Star Wars movie ever. This is simply not the case. The movie definitely played things safe by echoing a lot of what happened in episodes IV and V. But that didn't necessarily make it predictable. ""The Force Awakens"" was written to regain the trust of the fans who were scorned by the infamous prequel trilogy. And this movie succeeds brilliantly. The humor is never forced in this film. And every funny scene is actually funny! The special effects are used sparingly, and the practical effects look wonderful. "
2915,9,Simply Marvelous,The big hype has come to an end and I saw the film last night. Having been kept in the dark about the story line throughout the trailers (which was a very good move and what trailers are lacking recently) I was disappointed to realise I have already seen the film decades ago. 
2916,7,The reboot awakens,"A lot of criticisms I see here are, in my opinion, part of the story. Kylo Ren is not a Sith Lord, at least not yet. He is strong in the Force, but cannot harness its power totally. His tantrums are showing he is weak. He is not as strong as Darth Vader. Vader is who he emulates. Thats why Han Solo says ""take the mask off, you don't need it."" He is dressing up to be an intimidating Vader-like warrior. Having him take off the mask early in the film shows that. Kylo Ren is not this godlike powerful Sith. This narrative continues when Finn and Rey aren't totally annihilated by him in a lightsaber duel. A Force sensitive in Rey can beat him without formal training because he is weak. "
2917,10,SPOILERS: Look into the details,The biggest problem with Force Awakens
2918,6,Remove the importance of the Force & Training.... Say goodbye to Star Wars!,Well... the visuals were absolutely brilliant. If this was a film without any history then it would be awesome!
2919,2,A shame...,"I will probably be the only one, but I really do think that this movie is the best star wars movie yet. It had awesome acting and John Boyega and Harrison Ford really did their job. When the final battle between Finn and Kylo Ren began, I really was holding my hands up to my face with my mouth just open. Very nice unexpected plot twists, like the death of Han Solo (I F**KING WARNED YA). BB-8 was an awesome droid, being very cute and hilarious, but not overexadurated and trying-too-hard-to-make-us-laugh-y. It had some really small flaws though, like Rey once helping out and knowing more about the Millennium Falcon than freaking Han Solo or sometimes being too similar to the other movies, but other than that, a supreme movie and a great experience over all. 11/10 would watch it again."
2920,10,The best one yet,"is very awesome movie on 2015, although i can see many meme for this movie on time lines etc. many people talk about this from children to milf :D.. nice nice."
2921,8,Awesome Movie 2015,"I was very excited to go and watch this film and had been anticipating it for the last few months. I was not disappointed. It managed to tick all of the boxes for what you expect in a Star Wars film without being overly nostalgic to the originals. The overall plot line was good but it felt quite safe, I anticipate that the next two of the trilogy will be more divergent. "
2922,8,Original but nostalgic,I'm not 'into' Star Wars; never have been and I don't really like sci- fi movies all that much in general.
2923,8,General Review,******SPOILER ALERT******
2924,7,There has been an awakening.........,This movie captured everything I wanted to see in a Star Wars film. There was much conflict about it being a 'dumb' Disney reboot but it is quite the opposite. It is the revival of a timeless franchise yes there were familiar aspects but there is also much new. People also disliked the villain Kylo Ren saying he wasn't evil enough. Even Vader couldn't take it upon himself to kill his son Ren killed his father in cold blood. It was a very entertaining film bringing back old characters and introducing new ones. It is the start of a promising new trilogy. It also left us with multiple good questions to seek answers to in the next film like who is Rey? Why did Finn become defective? I personally loved this movie as much as any other Star Wars film and am looking forward to Episode VIII.
2925,10,A Hated on masterpiece,He likes it.isnt that the point?why are reviewers being mean to a good film then?
2926,7,My kid has developmental challenges,"Well first off, this will contain some spoilers so reader beware."
2927,8,Good Star Wars Movie-Spoilers,"I watched this movie on my arrival to Hong Kong few days ago. Also I have read many reviews after watching the movie, positive and negative. Many people say that this is an Ep4 reboot, OK, I will bring my thoughts on it. I like how things were developed in the movie, the fast pace, badass Kylo Ren, dark colours of remnant Empire, cruelty and the feel of ""what will happen next"". Things I didn't like are general Hux (he is just a wrong actor for this role), the name of Snoke (sound like sb is going to sneeze), the ending itself - Luke, are you mute?"
2928,7,"Well, it was OK, but....","People said when episode I came out that it was the best Star Wars ever. But in time when the hype cooled down they realized how stupid that movie was. This one is no exception. Please do not take this review personally, it's just an opinion."
2929,1,Quite possibly the worst movie ever! (IMO),"This is an amazing movie! Definitely better than the prequels! The acting was great, the SFX were great, and the special (but sad) scene at the end was emotionally powerful. The use of practical effects made the movie feel like an original trilogy movie. Director J.J. Abrams has certainly outdone himself this time. For the people who are saying it is a rehash of Episode 4, yes, there are elements from episode 4 and plenty of easter eggs, but it is far from a rehash. This is a new movie created to introduce new characters for the upcoming trilogy. Please go see this movie, it is definitely worth seeing, Star Wars fan or not. May the Force be with you!"
2930,10,A great movie,I thought the the movie was great and it had that Star Wars. Feel it made me really happy to see that Disney did not make a movie like the prequels but instead bring back the class and fun of the original trilogy. It had a great score by Robin Williams the acting was fresh and it all came together nicely. If I had to think of one thing bad(which I tried) I could not and My favorite thing of all is that it makes you want to see Star Wars 8 right after so much. Another thing I thought was great was that leading up to the movie I personally did not like the trailers so it just blew me away when I saw it was a good movie and since I saw it opening night I did not get any spoilers which can really brake this fragile movie. In conclusion it was a masterpiece that is going to be remembered forever as one of the greats.
2931,8,Great movie,"The best Star Wars movie so far me !J.J.Abrad did excellent work in this prozect with Disney company and we can not wait to see the other films of saga.he seventh installment of the Star Wars film series, it stars Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Peter Mayhew, and Max ON Sydow. Produced by Lucasfilm Ltd. and Abrams' production company Bad Robot Productions and distributed worldwide by Walt Disney Studios Motion Pictures, The Force Awakens is set 30 years after Return of the Jedi; it follows Rey, Finn, and Poe Dameron's search for Luke Skywalker and their fight alongside the Resistance, led by veterans of the Rebel Alliance, against Kylo Ren and the First Order, a successor group to the Galactic Empire."
2932,10,Watch this movie,Just came back from the theathre and just wow... This was in my opinion the best movie experience I have ever had. Overall it's my 2nd favourite Star Wars movie after Revenge Of The Sith.
2933,10,Masterpiece,I remember watching New Hope as a 10yo child. Seeing Darth Vader for the first time when he entered the narrow corridor of Corelian Corvete was very memorable experience for me. I remember I had to turn of the VHS for a while because I was so scared :). In my opinion it is one of the most intimidating villain characters ever created in a movie. With that being said we can say that the bar was set up pretty damn high.
2934,7,"Average, yet fun and solid...",Huge Star Wars fan here.
2935,10,A positive return but could have been better!,but not awful either. I think all the hate extends from people's fond memories of childhood. These particular glasses are always rose coloured :D
2936,7,Not great,"Ignore the hype. Star Wars Episode 7 is nothing out of the world. It is a fast-paced, sci-fi adventure movie which would make Star Wars fans happy and also entertain the uninitiated and the non-fan."
2937,8,Nostalgia and Coincidences galore in this enjoyable sci-fi,"For months I've this movie has been hyped up, and as I stood in a queue that looked like it had neither a beginning nor end, I was buzzing with excitement like every other person in the queue."
2938,7,"Felt like a Star Wars movie, But left me with a sense of disappointment *Spoilers*","In the previous Star Wars, all the major characters had flaws. They faced their own downfall and stood up stronger against it. Anakin Skywalker fell to the Darkside but overcame it thanks to the love of his son, daughter and wife. Obi Wan lost against Jango Fett, against Count Dooku and finally against his student, Anakin Skywalker. Han Solo was frozen in Carbonite, Leila got shot and the list goes on."
2939,2,"The bubble popped, people are waking from a dream.","This movie was a great reunion for the saga. The only catch, it was quite independent. It had very little emotional references There were only a few references. Most being in the Millennium Falcon. There were very little at all to the prequels, most to the originals. Darth Vaders burnt helmet was amazing to see. And Luke Skywalkers return was unbelievable. I am very much looking forward to episode 8 and episode 9. But also, I am looking forward to discovering the identities of Snoke and Reys parents. Also, Luke may be a grey Jedi now. A Jedi that is put between the light and dark side. Could it be. Could phasma be Luke's wife, whom left Rey on jakku. What happened to Finn and Kylo? Does Finn become a Jedi? So much to wonder and so much to learn."
2940,9,This movie is fantastic and a great reunion.,"Being honest here until star trek came out in 2009 i had no ideia what it was but after seeing the movie it was amazing good action good performance very funny you name it. So I has a lot of expectations for this movie and J.J. Abrams did a very good job. Expect some scenes where it looked like the actors didn't gave a f*ck about the acting everything in the movie is very good. I see a lot people complaining about the characters being boring and that's not true the characters are probably the best aspect of the movie despite the action and the CGI, which looked very good. About the CGI i see a lot of people complaining about some characters not looking very good but personally that didn't bother me. Don't worry about the hate it's having every time I see a negative review it's related to being just like episode IV. The only resemblance between episode IV and VII is the fact that the enemy ship gets destroyed at the end but beside that you don't see much in common."
2941,,J.J. Abrams did it again.,"Star Wars, what can I say this movie has beaten most of my expectation. The movie I watched wasn't like the prequel trilogy and the original trilogy it was something more especially something great for us younger generations to get into the whole star wars franchise. The force awakens had great humour, great acting and voice overs, the action scenes were decent but could be better, the most beautiful scenes came from space it was so vast and magnificent, this film was exquisite with a lot of beauty. I recommend the force awakens for anyone wanting to get into star wars but can't because this is a film we have all been waiting for and now that it has finally come, we should utilise some our time to watch The force awakens."
2942,8,My Point Of View,"I was quite worried when I heard Disney had boughten Lucas film, but years later, it obviously paid off. Handing the film over to J.J Abrams was a very smart move, since he is not only a beloved StarWars fan and has experience directing other Sci-Fi movies like Startrek. This film feels a lot like StarWars with a returning cast, and a new cast. Its plot is like they said, everything old is new again, and it is because it uses A New Hope type story, and puts the new cast in Luke Skywalkers position, and uses the original cast as the Ben Kenobi type leader, tutoring the new cast. Allot of other reviews for this movie are throwing it under the bus, but those reviews contain no facts or helpful information. The force awakens uses amazing visuals along with amazing battle/flight sequences. The story leaves us with big time unanswered questions, but keep you waiting in a good way, like wheres Luke, and after Rey finds him, What does she do with him. The story kept me watching, it was funny, emotional, and charming. It gives us an idea of what happened after Return of the Jedi, and it creates a bridge from the old StarWars universe, into a new StarWars universe. There are certain problems, minor however. The Starkiller base seemed a little under used, and I think it shouldn't have been destroyed just quite yet, they should have left it as a secret weapon and nobody knows where or how it works, other wise not to sure why it was needed in this movie. Other wise I loved all the Characters, All the acting, All the effects, and the story was very pivotal, and emotional."
2943,9,This is a true Starwars film! For true Starwars fans!,"First time reviewing a movie on IMDb... but had so many thoughts about this movie, I wanted to share a few of them with the World."
2944,8,Fantastic movie - with slightly predictable plot line,I Have A Bad Feeling About SPOILERS!
2945,7,"Very Good, But Not As Good As The Original Trilogy.","This movie can be a tad bit better. It seemed really bland, it might be the hype surrounding it. This movie isn't bad no it is AMAZING it did really well introducing old characters. The problem is the story it didn't give much information nor did it give much action. But this is the start, there are 2 more. The 8th would probably make more sense so i hope the director doesn't mess this up. I can see that this is really a copy of a new hope. It pretty much has the same story line. They started in a desert onto this resistance council and defeated a gigantic deadly star that belongs to the bad guys. I am still very pleased with the new star wars. Even though it had the potential to be better it also has a bigger potential to be worse so they did a good job.Good job JJ"
2946,8,Didn't fulfill Potential,"Over the past couple of years, Hollywood has made an attempt to bring back as many successful franchises from the past as possible, either through reboots or straight-up sequels. Needless to say, Star Wars Episode VII: The Force Awakens is one of those attempts, and it is definitely one of the better ones! With that being said, it was still not as convincing of a return as I had hoped due to the awfully predictable script, and the general lack of surprising and exciting moments. "
2947,6,Something Old is... Still Old,My star wars thoughts. By the honorable James H. Armstrong.. Esquire 
2948,9,My star wars thoughts.,My first review in 5 years of being an IMDb member and the sole reason being the reviews I have previously read for 'The Force Awakens'.
2949,7,"In a word ""Decent""","I felt that it was going to be a let down movie. The title and the enormous marketing arriving before the first release, kind of announced that. I really hoped that I would find something in it to like, but it was not the case: - bad acting, - copy paste story, - no new interesting characters, - fighting scenes are lame,"
2950,1,...just a wannabe,"There are a suspiciously high number of 1/10 ratings for this film, the lowest mark possible. That would mean the writing, directing, acting, cinematography, sfx etc were all of the lowest possible standard. Do you believe that? Of course not because it is nonsense. One review even claims that the sfx are of the same standard as they were in the original film, yes, because that had a cgi character in it didn't it!"
2951,9,1 out of ten? Don't be ridiculous!,"This movie was great, and I understand why hate is coming through. Many people believe it is just a rehash which it kind of is, but it takes a different turn and makes it feel new and it's still enjoyable for new fans and old alike. The action was great, the movie was beautifully crafted and casted, Daisy Ridley gave an amazing performance as well as Jon Boyega, Oscar Isaac, Harrison Ford, and Adam Driver. Jon's and Oscar's characters have great chemistry just like Jon's and Daisy's which makes the characters relate able. The old cast is back and gives out great performances as well. As an old fan, the movie made me cry, pay deep attention, fall in love with it, and scream with joy. It is a movie with flaws just like any other movie made, and worth your money."
2952,10,"Great Movie, but why the hate?","I'll make this very short: TFA really is the Star Wars movie I was hoping for and waiting for since I was kid. I cannot agree with anyone who disliked it for the elements that were recycled or for Kylo Ren or even the amount of humor. Everything is there for a reason. It feels organic, real and so Star Wars. The universe itself is as believable as in the originals. "
2953,9,A worthy sequel and my #3 in the series,"Now sad to say I'm one of those star wars fans that got owned by Disney after they made all of the expanded universe a different timeline. I have read, watched, and played, everything star wars. Here is my review for the movie."
2954,10,A review from a hardcore fan.,"Wow, nice feeling, sitting in a cinema and watching the real Star Wars. The Star Wars we watched as kids Jabba looked a bit different though, got a few teeth and was more red and stuff.. don't know why the death star was destroyed by blue squadron, also it was a moon guys – no – this is not a moon, turn back Solo looked older too and wasn't there something with teddy bears in the forest Well they didn't quite get it all correct but they sure tried."
2955,7,Solid Movie,"This movie is flawed, to say the least. Most of the main characters are played by novice actors, and it shows, the acting alternating between some genuinely impactful drama and lighthearted action, and cringe-inducingly misfired attempts at likewise. The script likewise alternates between bland, dry, filler, and clunky, overwrought lines where the writers were obviously trying too hard, and precious few scenes in the goldilocks zone where the script flows organically."
2956,8,The Prodigal Son Come Home at Last,"On first viewing, four years ago, when all the thirst for Star Wars was there, this was a very good movie. Then fast forward to one night before The Rise of Skywalker and a few minutes after rewatching The Last Jedi... The Force Awakens is a weak, safe, nostalgia-driven movie. It has zero heart and zero risk. It's a play that's good enough to keep the audience around for what was to come, but on its own, it's just... okay."
2957,6,A Weak Movie,"I am not a person who really reviews films in words, sure I speak about films with friends and family, I love films as much as the next person. This in fact is my first posting but one I decided to do as Star War's marks a landmark in Film History and my thought of cinema as a child. It was a fairytale, in fact it was ""the fairytale"", the one that truly shuddered the World! Like everyone else, the hype on this film was so big, it had to catch up with me before I watched the film. The Hype this time reminded me of how I felt as a child waiting for ""The Empire Strikes Back"" to appear after the original was released. The Hype probably set a bar so high the film would never reach it. That said it still remained even when I finally took my seat at the Cinema waiting for the film to roll."
2958,8,Is the childhood magic back for another generation?,Hey everyone.
2959,7,"Small story in a BIG UNIVERSE, and not just any universe - a Star Wars universe.","I have wasted times on many things before. This was the worse one. Everything was so predictable, even coronation street is a lot more exiting than this errr advertisement? Science fiction yeah right.. Same scenes, same stories as the previous sequels. Go home and do your washing and ironing.. Please stop making this movie again, leave it. Please employ more creative people to make unpredictable movies. Please do less computer animation Please try to be more sensible when you make movies. Please use logic when you make sci-fi movies. When you can use anti gravity machines, laser bombs etc, you wouldn't need laser swords to kill your enemies."
2960,1,Is this a movie???,"I really enjoyed this movie and was so glad to see that it was nothing like the prequel films. It brought back memory's of the old films, this combined with new ideas for the characters like the storm troopers was great . I couldn't give it a higher score than an eight as I feel that these remakes can only get better. I can see why people have strong views about this movie as the whole Star Wars thing means so much to so many, but this is a great movie and deserves a place alongside episodes 4,5 & 6. My two step sons really enjoyed this film and are glad that there will be more to come as am I. There were some great performances from characters like Fin and the CGI was spot on, sets were great the ruined Star Destroyers looked fantastic. "
2961,8,Awakening memory's,"I never comment online after seeing a movie, but I looked at some of the spoiler free reviews before and a good amount of reviews after I saw the movie,and I made an account just because many of the reviews were so unfairly low. The reviews I saw made me doubt how good this movie was going to be and killed some of my excitement for the movie. Honestly, if you believe this movie deserves a ranking of anything below a 5/10, no new star wars movie would ever satisfy you. Just go see this movie and take it for what it is, an enjoyable 135 minutes of Star Wars. Stop expecting anything new in Star Wars to be terrible or to meet unreal expectations. Also, taking inspiration from the original movies is exactly what everyone asked for, and this movie did a good job at recapturing the feel of the original trilogy and adding new elements from current film making. So, stop listening to many of these reviews, this new trilogy is going in the right direction. The only problem with star wars is a pessimistic minority of the fans who ruin the movie for everyone else."
2962,8,This is actually good movie.,"I think it's important that we all remember something with regards to this film: it is the first time a Star Wars movie has been shot without George Lucas. From where it left off, there hasn't been a Star Wars in cinema for 30 years. I take my hat off to Disney for creating a movie that is better than any of the first 3(episode I, II, III) without the help of Lucas. I for one thoroughly enjoyed this movie and would recommend it to any Star Wars fan. Yes, it may have used loads of it's plot from the previous Star Wars movies, but do you blame them for going back to basics and a winning combination? I am very excited for the next one, and think Disney have done a great job of producing a new, fresh and exciting Star Wars. Thank you Disney"
2963,9,Great movie,Some spoilers! Ahh!
2964,10,Let's relax and not overthink this,** I've not seen the 3D version; only the regular one **
2965,7,"Very entertaining movie, will watch again","The Force Awakens is a great addition to the Star Wars series. It's plot is laid out similarly to the first Star Wars movie, and I think many people are overlooking this. The movie is to be felt and interpreted by the younger generation as the first movie was by the younger generation at the time, and being a part of the younger generation today I believe they pulled this off pretty well, and I also believe this is the most prominent feature in this movie. I think this is why some of the older generations are disliking the setup of the plot line and the movie itself as well."
2966,9,"From One Generation to the Next - Why the New Installment of ""Star Wars"" is Not a Lousy Remake","Really good movie, enjoyed every second of it because the new good guys are really good. but it was not a "" great movie"" why? The new bad guy is in no way a match to Lord Darth Vader..."
2967,7,Good Movie...,"My short, NO SPOILERS review of Star Wars: Episode VII - The Force Awakens."
2968,9,A nostalgic yet refreshing Star Wars experience. Best movie of 2015.,"This is a fun movie, but don't expect any new ideas regarding plot and characters. Almost the whole story is a reboot of Episode IV. The director kept the look and the spirit of the original Trilogy, which George Lucas missed to do in the first three Episodes and which I appreciate. Rey is great and sympathetic, but basically she is a female version of young Luke with a little more fire up her ass. The pace of TFA is fast, it's good entertaining cinema. What I had wished for, was a little more space for Chewbacca and Han. Also missed Lando a lot. I found it hard to watch Leia, not trying to think ""Botox, Botox, too much Botox...."" all the time."
2969,7,Reboot of Episode IV,"The plot: everybody is looking for a small and moderately funny droid carrying highly classified and vital information. Does it ring a bell? The dark side has a new consistently bigger death star to blown up in a coordinated ground-space attack. Everything is just a 3D/4K remastering of episode 4 adding nothing at all to the saga. There is no decent light-saber duel in all movie, there is no Jedy in this Star Wars. They even re-staged Kenobi's death sacrificing the only interesting character left. The narration itself is idiot-proof; underdeveloped characters and nothing left to imagination. The whole family thing is confusing, lets repeat over and over who is related to whom. Overall I got the feeling that instead of concluding this saga they are trying to restart and milk it for the century to come by appealing to a younger public. Boring and mediocre"
2970,4,The force awakens. .. ... slowly,Well... The wait is over... Star Wars: The force Awakens is upon us... But does all the hype around this movie worth it?
2971,9,Star Wars is back and its incredible!,"Star Wars 7 provides wonderful characters, both new and old. The film begins with fantastic examples of beautiful cinematography and introduces Kylo Ren as a dark and intriguing character with clear direction allowing him to develop into this incredible figure in the star wars universe. The film also includes two new characters in the form of Rey and Finn who are both excellently represented in their own rights and only add to the already brilliant film, with excellent performances by both Daisy Ridley and John Boyega."
2972,9,"Fantastic, Star Wars has risen to prominence once again with an amazing entry into modern filmmaking.","Definitely makes up for the prequels. I was a little skeptical at first, feeling it might be catered to a younger audience with all the hype on BB-8. I felt they were going to undermine the original characters. And as a fan of the Expanded Universe I was a little mad OK maybe really mad (Kylo Ren style) that they were writing a new story line. However I love the new story.I love how the turbulent love of Han and Leia has not been all candy and roses since ROJ. I do wish they answered some questions they left us hanging with. Like who is Rey, how did Maz get Anakin's lightsaber and a little more detail on the first orders rising. But all in all awesome addition to the series. The Star Wars universe is getting bigger and I can't be happier. On one more note J.J Abrums did a fantastic job of directing (as always), I love how in the Millennium Falcon he used the old graphics on the computer screen and the chess board. Which was very nostalgic."
2973,8,Star Wars!!!!!!!!!!,"""I will finish what you started"" a promise made by Kylo Ren to Darth Vader, a mission reflected to that of Director JJ. Abrahams who has now taken over the reigns from George Lucas in continuing the legacy of the Star Wars Universe and in this film he has definitely recaptured the magic of what made the trilogy such timeless classics."
2974,,Force Awakens Spoiler free review!,"Before you judge my negative thoughts please notice I gave the film a 9/10... I've been a Star Wars fan all my life and having George Lucas direct them all we all have our expectations on how the films are delivered and presented! JJ did very well sticking to the Star Wars style but there was too many things in the film that reminded me of Star Trek, which is also directed by JJ Abrams of course. The first Star Wars trilogy (4-6) contained a lot of character building and relationship building, take for example the obvious change of character in Luke Skywalker from being a nobody to a confident heroic Jedi and also the relationship growth of Han Solo and Princess Leia. These all took time to build however I feel like the character and relationship building in The Force Awakens is really rushed and forced upon us which is unlike previous Star Wars films. The film is action from beginning to end, you can tell that they've wanted to make a film that is action packed and enjoyable for the new young generation of children who will grow up with the new trilogy of films.This yet again is unlike previous Star Wars films which tend to start slow and progress into it, giving the film time to build its characters. The storyline seems like a new updated version of the original trilogy. For me the storyline is far too easily compared to storyline in A New Hope and you can also compare the characters from the 2 films. All the villains in Star Wars have been brilliant, but for me Kylo Ren maybe the worst villain we've had throughout the franchise, comparing him to the obvious Darth Vader, Darth Maul, Count Dooku etc. All these negative comments I have made can not take away the feeling of how excited and happy I and all other Star Wars fans are to have a new trilogy of films! Non of the comments I have made can take away the fact that The Force Awakens is yet another fun, brilliant Star Wars film which ends with us wanting to ask a lot of questions and to find them out in the coming films. The Force Awakens is a must see for all Star Wars fans and I encourage all the younger generations who haven't seen Star Wars yet to get into it!"
2975,9,Basic Thoughts,"First of all, this is my first review and English is not my native language so please forgive me for any typos and bad grammar. "
2976,7,"(SPOILER FREE) Not bad, but it could've been a lot better.",Very minor spoilers within...
2977,9,"Underwhelming villains, borrowed too much, but otherwise total perfection.","I agree with several posters that this is basically Episode 4 but with better acting and cinematography. I expect a very similar plot line for Episode 8 with Episode 5, but I'm *hoping* this was simply a bridge from the old to a new and better story line."
